,cuisines,city,platform,net_profit
2623,Street Food,Kolkata,zomato,82722
2624,Seafood,Kolkata,zomato,65344
2625,Street Food,Kolkata,zomato,55595
2626,Street Food,Kolkata,zomato,62331
2627,Pan-Asian,Kolkata,zomato,110260
2628,Mediterranean,Kolkata,zomato,156388
2629,Seafood,Kolkata,zomato,145836
2630,Bakery,Kolkata,zomato,39396
2631,Desserts,Kolkata,zomato,36792
2632,North Indian,Kolkata,zomato,120690
2633,Italian,Kolkata,zomato,32778
2634,Fast Food,Kolkata,zomato,81917
2635,Bakery,Kolkata,zomato,145966
2636,Multi-Cuisine,Kolkata,zomato,75988
2637,Continental,Kolkata,zomato,109851
2638,Street Food,Kolkata,zomato,73230
2639,Mediterranean,Kolkata,zomato,75548
2640,Seafood,Kolkata,zomato,173352
2641,Italian,Kolkata,zomato,41510
2642,Street Food,Kolkata,zomato,192642
2643,Mediterranean,Kolkata,zomato,155385
2644,Mediterranean,Kolkata,zomato,25026
2645,Bakery,Kolkata,zomato,203786
2646,Street Food,Kolkata,zomato,65305
2647,Mughlai,Kolkata,zomato,87488
2648,Desserts,Kolkata,zomato,184778
2649,South Indian,Kolkata,zomato,187311
2650,Desserts,Kolkata,zomato,193712
2651,Mexican,Kolkata,zomato,84456
2652,Mughlai,Kolkata,zomato,227591
2653,Desserts,Kolkata,zomato,279717
2654,Cafe,Kolkata,zomato,106339
2655,Seafood,Kolkata,zomato,64159
2656,Multi-Cuisine,Kolkata,zomato,11650
2657,Cafe,Kolkata,zomato,238635
2658,Mediterranean,Kolkata,zomato,49610
2659,Lebanese,Kolkata,zomato,166182
2660,Bakery,Kolkata,zomato,196024
2661,Seafood,Kolkata,zomato,65457
2662,Mediterranean,Kolkata,zomato,126658
2663,Vietnamese,Kolkata,zomato,66006
2664,Mediterranean,Kolkata,zomato,111586
2665,Mediterranean,Kolkata,zomato,92632
2666,Chinese,Kolkata,zomato,172284
2667,Korean,Kolkata,zomato,23487
2668,Chinese,Kolkata,zomato,190462
2669,Lebanese,Kolkata,zomato,43403
2670,Korean,Kolkata,zomato,21318
2671,Mexican,Kolkata,zomato,124708
2672,Bakery,Kolkata,zomato,51887
2673,Japanese,Kolkata,zomato,60863
2674,Cafe,Kolkata,zomato,60122
2675,Biryani,Kolkata,zomato,168498
2676,Multi-Cuisine,Kolkata,zomato,64404
2677,North Indian,Kolkata,zomato,173698
2678,Fast Food,Kolkata,zomato,87240
2679,Bakery,Kolkata,zomato,179942
2680,Lebanese,Kolkata,zomato,292236
2681,Street Food,Kolkata,zomato,55075
2682,Chinese,Kolkata,zomato,211053
2683,Japanese,Kolkata,zomato,72920
2684,Mexican,Kolkata,zomato,62978
2685,Biryani,Kolkata,zomato,242445
2686,Bakery,Kolkata,zomato,45010
2687,Fast Food,Kolkata,zomato,21981
2688,Mughlai,Kolkata,zomato,39890
2689,Pan-Asian,Kolkata,zomato,130473
2690,Mexican,Kolkata,zomato,136708
2691,Multi-Cuisine,Kolkata,zomato,55808
2692,Chinese,Kolkata,zomato,210012
2693,Fast Food,Kolkata,zomato,105121
2694,Korean,Kolkata,zomato,16178
2695,Vietnamese,Kolkata,zomato,109830
2696,Lebanese,Ahmedabad,zomato,43736
2697,Japanese,Ahmedabad,zomato,115041
2698,Biryani,Ahmedabad,zomato,37280
2699,North Indian,Ahmedabad,zomato,251569
2700,Bakery,Ahmedabad,zomato,220771
2701,Desserts,Ahmedabad,zomato,69346
2702,North Indian,Ahmedabad,zomato,85990
2703,Fast Food,Ahmedabad,zomato,130392
2704,Lebanese,Ahmedabad,zomato,145853
2705,Pan-Asian,Ahmedabad,zomato,86004
2706,Vietnamese,Ahmedabad,zomato,25125
2707,Pan-Asian,Ahmedabad,zomato,101574
2708,Fast Food,Ahmedabad,zomato,98967
2709,South Indian,Ahmedabad,zomato,15347
2710,Mediterranean,Ahmedabad,zomato,264466
2711,Mughlai,Ahmedabad,zomato,155385
2712,Seafood,Ahmedabad,zomato,145901
2713,Korean,Ahmedabad,zomato,203343
2714,Biryani,Ahmedabad,zomato,138903
2715,Street Food,Ahmedabad,zomato,81164
2716,Lebanese,Ahmedabad,zomato,208887
2717,Mexican,Ahmedabad,zomato,155095
2718,Korean,Ahmedabad,zomato,216974
2719,Street Food,Ahmedabad,zomato,187573
2720,Mediterranean,Ahmedabad,zomato,76216
2721,North Indian,Ahmedabad,zomato,166002
2722,Korean,Ahmedabad,zomato,56486
2723,South Indian,Ahmedabad,zomato,92703
2724,Seafood,Ahmedabad,zomato,117622
2725,Continental,Ahmedabad,zomato,92944
2726,Italian,Ahmedabad,zomato,22645
2727,Mediterranean,Ahmedabad,zomato,89036
2728,Fast Food,Ahmedabad,zomato,280016
2729,Cafe,Ahmedabad,zomato,104080
2730,Street Food,Ahmedabad,zomato,208619
2731,Mughlai,Ahmedabad,zomato,137799
2732,Japanese,Ahmedabad,zomato,192634
2733,Mediterranean,Ahmedabad,zomato,132051
2734,Cafe,Ahmedabad,zomato,105940
2735,Mediterranean,Ahmedabad,zomato,127972
2736,Japanese,Ahmedabad,zomato,196219
2737,Mediterranean,Ahmedabad,zomato,199585
2738,Lebanese,Ahmedabad,zomato,100096
2739,Chinese,Ahmedabad,zomato,118030
2740,Mughlai,Ahmedabad,zomato,188233
2741,Italian,Ahmedabad,zomato,189500
2742,Street Food,Ahmedabad,zomato,118605
2743,Japanese,Ahmedabad,zomato,103252
2744,Korean,Ahmedabad,zomato,249288
2745,Korean,Ahmedabad,zomato,37712
2746,South Indian,Ahmedabad,zomato,226207
2747,Chinese,Ahmedabad,zomato,101843
2748,Biryani,Ahmedabad,zomato,98105
2749,Bakery,Ahmedabad,zomato,91599
2750,Vietnamese,Ahmedabad,zomato,73255
2751,Vietnamese,Ahmedabad,zomato,132182
2752,Bakery,Ahmedabad,zomato,56522
2753,South Indian,Ahmedabad,zomato,120937
2754,Thai,Ahmedabad,zomato,93486
2755,Desserts,Ahmedabad,zomato,68576
2756,Biryani,Ahmedabad,zomato,112628
2757,Fast Food,Ahmedabad,zomato,279164
2758,South Indian,Ahmedabad,zomato,130424
2759,Mughlai,Ahmedabad,zomato,98667
2760,Vietnamese,Ahmedabad,zomato,73506
2761,South Indian,Ahmedabad,zomato,112032
2762,Desserts,Ahmedabad,zomato,29230
2763,Mexican,Ahmedabad,zomato,20327
2764,Multi-Cuisine,Ahmedabad,zomato,81432
2765,Italian,Ahmedabad,zomato,167785
2766,North Indian,Ahmedabad,zomato,152602
2767,Chinese,Ahmedabad,zomato,71143
2768,Mexican,Ahmedabad,zomato,39921
2769,Pan-Asian,Ahmedabad,zomato,203400
2770,Fast Food,Ahmedabad,zomato,204639
2771,Cafe,Ahmedabad,zomato,109614
2772,Italian,Ahmedabad,zomato,275485
2773,Mexican,Ahmedabad,zomato,33499
2774,South Indian,Ahmedabad,zomato,229356
2775,Mexican,Ahmedabad,zomato,85732
2776,Multi-Cuisine,Ahmedabad,zomato,40823
2777,Korean,Ahmedabad,zomato,80815
2778,Seafood,Ahmedabad,zomato,142408
2779,Seafood,Ahmedabad,zomato,113459
2780,South Indian,Ahmedabad,zomato,178295
2781,Continental,Ahmedabad,zomato,240235
2782,Mediterranean,Ahmedabad,zomato,27488
2783,Street Food,Ahmedabad,zomato,156227
2784,Mexican,Ahmedabad,zomato,212565
2785,Korean,Ahmedabad,zomato,104949
2786,Italian,Ahmedabad,zomato,189966
2787,Bakery,Ahmedabad,zomato,166672
2788,Biryani,Ahmedabad,zomato,172480
2789,Biryani,Ahmedabad,zomato,90258
2790,Korean,Ahmedabad,zomato,102823
2791,Biryani,Ahmedabad,zomato,92146
2792,Biryani,Ahmedabad,zomato,38796
2793,Chinese,Ahmedabad,zomato,78642
2794,Chinese,Ahmedabad,zomato,214828
2795,Bakery,Jaipur,zomato,109267
2796,Chinese,Jaipur,zomato,138859
2797,Biryani,Jaipur,zomato,73636
2798,Desserts,Jaipur,zomato,168855
2799,Thai,Jaipur,zomato,26213
2800,Continental,Jaipur,zomato,68155
2801,Biryani,Jaipur,zomato,36234
2802,Desserts,Jaipur,zomato,175505
2803,Continental,Jaipur,zomato,72985
2804,Thai,Jaipur,zomato,163007
2805,Continental,Jaipur,zomato,44736
2806,Continental,Jaipur,zomato,26653
2807,Cafe,Jaipur,zomato,24406
2808,Chinese,Jaipur,zomato,181627
2809,Multi-Cuisine,Jaipur,zomato,34472
2810,Thai,Jaipur,zomato,67396
2811,Mexican,Jaipur,zomato,51219
2812,Korean,Jaipur,zomato,40332
2813,Biryani,Jaipur,zomato,195918
2814,Multi-Cuisine,Jaipur,zomato,107934
2815,Italian,Jaipur,zomato,119695
2816,Desserts,Jaipur,zomato,153896
2817,Seafood,Jaipur,zomato,52777
2818,Korean,Jaipur,zomato,87467
2819,Street Food,Jaipur,zomato,33899
2820,North Indian,Jaipur,zomato,124195
2821,Multi-Cuisine,Jaipur,zomato,20775
2822,North Indian,Jaipur,zomato,166806
2823,Mughlai,Jaipur,zomato,29058
2824,Korean,Jaipur,zomato,54779
2825,Bakery,Jaipur,zomato,103374
2826,Chinese,Jaipur,zomato,95019
2827,Multi-Cuisine,Jaipur,zomato,220925
2828,Cafe,Jaipur,zomato,23712
2829,North Indian,Jaipur,zomato,258174
2830,Thai,Jaipur,zomato,157974
2831,Bakery,Jaipur,zomato,96943
2832,Seafood,Jaipur,zomato,31349
2833,Desserts,Jaipur,zomato,149477
2834,Fast Food,Jaipur,zomato,20239
2835,South Indian,Jaipur,zomato,184704
2836,Mediterranean,Jaipur,zomato,286692
2837,Cafe,Jaipur,zomato,235053
2838,Fast Food,Jaipur,zomato,156729
2839,Mediterranean,Jaipur,zomato,139053
2840,Thai,Jaipur,zomato,118760
2841,Mediterranean,Jaipur,zomato,19216
2842,Multi-Cuisine,Jaipur,zomato,244790
2843,Fast Food,Jaipur,zomato,23799
2844,Lebanese,Jaipur,zomato,282413
2845,Thai,Jaipur,zomato,113893
2846,Desserts,Jaipur,zomato,101475
2847,Pan-Asian,Jaipur,zomato,90838
2848,Japanese,Jaipur,zomato,184474
2849,Seafood,Jaipur,zomato,114225
2850,Thai,Jaipur,zomato,34550
2851,Italian,Jaipur,zomato,219736
2852,Seafood,Jaipur,zomato,190255
2853,Seafood,Jaipur,zomato,130523
2854,Seafood,Jaipur,zomato,236617
2855,South Indian,Jaipur,zomato,25079
2856,Mediterranean,Jaipur,zomato,230801
2857,Fast Food,Jaipur,zomato,140343
2858,Biryani,Jaipur,zomato,113461
2859,Fast Food,Jaipur,zomato,137744
2860,South Indian,Jaipur,zomato,103512
2861,Mexican,Jaipur,zomato,180371
2862,South Indian,Jaipur,zomato,19845
2863,Mughlai,Jaipur,zomato,96625
2864,South Indian,Jaipur,zomato,57023
2865,Street Food,Jaipur,zomato,53279
2866,Street Food,Jaipur,zomato,70288
2867,Korean,Jaipur,zomato,110655
2868,Pan-Asian,Jaipur,zomato,311814
2869,Japanese,Jaipur,zomato,61509
2870,Thai,Jaipur,zomato,15837
2871,Street Food,Jaipur,zomato,112658
2872,Desserts,Lucknow,zomato,62048
2873,South Indian,Lucknow,zomato,45332
2874,Korean,Lucknow,zomato,44221
2875,Desserts,Lucknow,zomato,76151
2876,South Indian,Lucknow,zomato,96070
2877,Mediterranean,Lucknow,zomato,116445
2878,Pan-Asian,Lucknow,zomato,26754
2879,Mexican,Lucknow,zomato,56614
2880,Cafe,Lucknow,zomato,303680
2881,Japanese,Lucknow,zomato,442150
2882,Lebanese,Lucknow,zomato,170670
2883,Fast Food,Lucknow,zomato,92483
2884,North Indian,Lucknow,zomato,18123
2885,Lebanese,Lucknow,zomato,137951
2886,Vietnamese,Lucknow,zomato,79680
2887,Vietnamese,Lucknow,zomato,144608
2888,Korean,Lucknow,zomato,227331
2889,South Indian,Lucknow,zomato,58238
2890,Mediterranean,Lucknow,zomato,121089
2891,Bakery,Lucknow,zomato,275351
2892,Bakery,Lucknow,zomato,122119
2893,Japanese,Lucknow,zomato,131978
2894,Mexican,Lucknow,zomato,30514
2895,Italian,Lucknow,zomato,58781
2896,Chinese,Lucknow,zomato,87712
2897,Biryani,Lucknow,zomato,24888
2898,Thai,Lucknow,zomato,198715
2899,Mexican,Lucknow,zomato,48078
2900,South Indian,Lucknow,zomato,147554
2901,Pan-Asian,Lucknow,zomato,128001
2902,Chinese,Lucknow,zomato,105650
2903,Italian,Lucknow,zomato,68763
2904,North Indian,Lucknow,zomato,37738
2905,Multi-Cuisine,Lucknow,zomato,257582
2906,North Indian,Lucknow,zomato,380274
2907,Fast Food,Lucknow,zomato,249250
2908,Fast Food,Lucknow,zomato,195256
2909,Mexican,Lucknow,zomato,211917
2910,Mexican,Lucknow,zomato,68253
2911,South Indian,Lucknow,zomato,207779
2912,Mughlai,Lucknow,zomato,31346
2913,South Indian,Lucknow,zomato,96665
2914,Multi-Cuisine,Lucknow,zomato,139308
2915,Mughlai,Lucknow,zomato,73921
2916,Bakery,Lucknow,zomato,139410
2917,Mexican,Lucknow,zomato,18330
2918,Seafood,Lucknow,zomato,132529
2919,Biryani,Lucknow,zomato,95376
2920,Chinese,Lucknow,zomato,74815
2921,Fast Food,Lucknow,zomato,262296
2922,Chinese,Lucknow,zomato,293991
2923,Continental,Lucknow,zomato,326951
2924,North Indian,Lucknow,zomato,104000
2925,Pan-Asian,Lucknow,zomato,80973
2926,Multi-Cuisine,Lucknow,zomato,77666
2927,Chinese,Lucknow,zomato,232406
